GID_0;NAME_0;GID_1;NAME_1;NL_NAME_1;GID_2;NAME_2;NL_NAME_2;GID_3;NAME_3;VARNAME_3;NL_NAME_3;TYPE_3;ENGTYPE_3;CC_3;HASC_3
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.95_1;Rigolato;;;Commune;Commune;;IT.UD.RL
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.96_1;Rive d' Arcano;;;Commune;Commune;;IT.UD.RA
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.97_1;Rivignano;;;Commune;Commune;;IT.UD.RI
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.98_1;Ronchis;;;Commune;Commune;;IT.UD.RH
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.99_1;Ruda;;;Commune;Commune;;IT.UD.RU
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.100_1;San Daniele Del Friuli;;;Commune;Commune;;IT.UD.SD
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.101_1;San Giorgio Di Nogaro;;;Commune;Commune;;IT.UD.SG
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.102_1;San Giovanni Al Natisone;;;Commune;Commune;;IT.UD.SN
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.103_1;San Leonardo;;;Commune;Commune;;IT.UD.SL
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.104_1;San Pietro Al Natisone;;;Commune;Commune;;IT.UD.SP
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.105_1;San Vito Al Torre;;;Commune;Commune;;IT.UD.SV
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.106_1;San Vito Di Fagagna;;;Commune;Commune;;IT.UD.SF
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.107_1;Santa Maria La Longa;;;Commune;Commune;;IT.UD.SM
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.108_1;Sauris;;;Commune;Commune;;IT.UD.SR
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.109_1;Savogna;;;Commune;Commune;;IT.UD.SA
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.110_1;Sedegliano;;;Commune;Commune;;IT.UD.SE
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.111_1;Socchieve;;;Commune;Commune;;IT.UD.SH
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.112_1;Stregna;;;Commune;Commune;;IT.UD.ST
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.113_1;Sutrio;;;Commune;Commune;;IT.UD.SU
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.114_1;Taipana;;;Commune;Commune;;IT.UD.TP
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.115_1;Talmassons;;;Commune;Commune;;IT.UD.TA
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.116_1;Tapogliano;;;Commune;Commune;;IT.UD.TL
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.117_1;Tarcento;;;Commune;Commune;;IT.UD.TN
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.118_1;Tarvisio;;;Commune;Commune;;IT.UD.TI
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.119_1;Tavagnacco;;;Commune;Commune;;IT.UD.TV
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.120_1;Teor;;;Commune;Commune;;IT.UD.TE
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.121_1;Terzo d' Aquileia;;;Commune;Commune;;IT.UD.TQ
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.122_1;Tolmezzo;;;Commune;Commune;;IT.UD.TM
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.123_1;Torreano;;;Commune;Commune;;IT.UD.TO
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.124_1;Torviscosa;;;Commune;Commune;;IT.UD.TS
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.125_1;Trasaghis;;;Commune;Commune;;IT.UD.TH
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.126_1;Treppo Carnico;;;Commune;Commune;;IT.UD.TC
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.127_1;Treppo Grande;;;Commune;Commune;;IT.UD.TG
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.128_1;Tricesimo;;;Commune;Commune;;IT.UD.TR
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.129_1;Trivignano Udinese;;;Commune;Commune;;IT.UD.TU
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.130_1;Udine;;;Commune;Commune;;IT.UD.UD
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.131_1;Varmo;;;Commune;Commune;;IT.UD.VA
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.132_1;Venzone;;;Commune;Commune;;IT.UD.VN
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.133_1;Verzegnis;;;Commune;Commune;;IT.UD.VR
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.134_1;Villa Santina;;;Commune;Commune;;IT.UD.VS
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.135_1;Villa Vicentina;;;Commune;Commune;;IT.UD.VV
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.136_1;Visco;;;Commune;Commune;;IT.UD.VI
ITA;Italy;ITA.7_1;Friuli-Venezia Giulia;;ITA.7.4_1;Udine;;ITA.7.4.137_1;Zuglio;;;Commune;Commune;;IT.UD.ZU
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.1_1;Acquafondata;;;Commune;Commune;;IT.FR.AA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.2_1;Acuto;;;Commune;Commune;;IT.FR.AO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.3_1;Alatri;;;Commune;Commune;;IT.FR.AL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.4_1;Alvito;;;Commune;Commune;;IT.FR.AV
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.5_1;Amaseno;;;Commune;Commune;;IT.FR.AM
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.6_1;Anagni;;;Commune;Commune;;IT.FR.AN
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.7_1;Aquino;;;Commune;Commune;;IT.FR.AQ
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.8_1;Arce;;;Commune;Commune;;IT.FR.AC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.9_1;Arnara;;;Commune;Commune;;IT.FR.AR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.10_1;Arpino;;;Commune;Commune;;IT.FR.AP
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.11_1;Atina;;;Commune;Commune;;IT.FR.AT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.12_1;Ausonia;;;Commune;Commune;;IT.FR.AU
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.13_1;Belmonte Castello;;;Commune;Commune;;IT.FR.BC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.14_1;Boville Ernica;;;Commune;Commune;;IT.FR.BE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.15_1;Broccostella;;;Commune;Commune;;IT.FR.BR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.16_1;Campoli Appennino;;;Commune;Commune;;IT.FR.CM
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.17_1;Casalattico;;;Commune;Commune;;IT.FR.CO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.18_1;Casalvieri;;;Commune;Commune;;IT.FR.CL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.19_1;Cassino;;;Commune;Commune;;IT.FR.CI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.20_1;Castelliri;;;Commune;Commune;;IT.FR.CT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.21_1;Castelnuovo Parano;;;Commune;Commune;;IT.FR.CP
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.22_1;Castro Dei Volsci;;;Commune;Commune;;IT.FR.CV
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.23_1;Castrocielo;;;Commune;Commune;;IT.FR.CR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.24_1;Ceccano;;;Commune;Commune;;IT.FR.CC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.25_1;Ceprano;;;Commune;Commune;;IT.FR.CN
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.26_1;Cervaro;;;Commune;Commune;;IT.FR.CE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.27_1;Colfelice;;;Commune;Commune;;IT.FR.CF
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.28_1;Colle San Magno;;;Commune;Commune;;IT.FR.CS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.29_1;Collepardo;;;Commune;Commune;;IT.FR.CD
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.30_1;Coreno Ausonio;;;Commune;Commune;;IT.FR.CA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.31_1;Esperia;;;Commune;Commune;;IT.FR.ES
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.32_1;Falvaterra;;;Commune;Commune;;IT.FR.FA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.33_1;Ferentino;;;Commune;Commune;;IT.FR.FE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.34_1;Filettino;;;Commune;Commune;;IT.FR.FT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.35_1;Fiuggi;;;Commune;Commune;;IT.FR.FG
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.36_1;Fontana Liri;;;Commune;Commune;;IT.FR.FL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.37_1;Fontechiari;;;Commune;Commune;;IT.FR.FO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.38_1;Frosinone;;;Commune;Commune;;IT.FR.FR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.39_1;Fumone;;;Commune;Commune;;IT.FR.FU
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.40_1;Gallinaro;;;Commune;Commune;;IT.FR.GA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.41_1;Giuliano Di Roma;;;Commune;Commune;;IT.FR.GR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.42_1;Guarcino;;;Commune;Commune;;IT.FR.GU
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.43_1;Isola Del Liri;;;Commune;Commune;;IT.FR.IL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.44_1;Monte San Giovanni Campano;;;Commune;Commune;;IT.FR.MS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.45_1;Morolo;;;Commune;Commune;;IT.FR.MO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.46_1;Paliano;;;Commune;Commune;;IT.FR.PA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.47_1;Pastena;;;Commune;Commune;;IT.FR.PT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.48_1;Patrica;;;Commune;Commune;;IT.FR.PR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.49_1;Pescosolido;;;Commune;Commune;;IT.FR.PS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.50_1;Picinisco;;;Commune;Commune;;IT.FR.PN
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.51_1;Pico;;;Commune;Commune;;IT.FR.PC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.52_1;Piedimonte San Germano;;;Commune;Commune;;IT.FR.PG
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.53_1;Piglio;;;Commune;Commune;;IT.FR.PL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.54_1;Pignataro Interamna;;;Commune;Commune;;IT.FR.PI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.55_1;Pofi;;;Commune;Commune;;IT.FR.PO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.56_1;Pontecorvo;;;Commune;Commune;;IT.FR.PV
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.57_1;Posta Fibreno;;;Commune;Commune;;IT.FR.PF
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.58_1;Ripi;;;Commune;Commune;;IT.FR.RI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.59_1;Rocca d' Arce;;;Commune;Commune;;IT.FR.RA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.60_1;Roccasecca;;;Commune;Commune;;IT.FR.RO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.61_1;San Biagio Saracinisco;;;Commune;Commune;;IT.FR.SB
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.62_1;San Donato Val Di Comino;;;Commune;Commune;;IT.FR.SC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.63_1;San Giorgio A Liri;;;Commune;Commune;;IT.FR.SL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.64_1;San Giovanni Incarico;;;Commune;Commune;;IT.FR.SI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.65_1;San Vittore Del Lazio;;;Commune;Commune;;IT.FR.SV
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.66_1;Sant' Ambrogio sul Garigliano;;;Commune;Commune;;IT.FR.SS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.67_1;Sant' Andrea del Garigliano;;;Commune;Commune;;IT.FR.SD
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.68_1;Sant' Apollinare;;;Commune;Commune;;IT.FR.SA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.69_1;Sant' Elia Fiumerapido;;;Commune;Commune;;IT.FR.SE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.70_1;Santopadre;;;Commune;Commune;;IT.FR.SP
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.71_1;Serrone;;;Commune;Commune;;IT.FR.SR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.72_1;Settefrati;;;Commune;Commune;;IT.FR.SF
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.73_1;Sgurgola;;;Commune;Commune;;IT.FR.SG
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.74_1;Sora;;;Commune;Commune;;IT.FR.SO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.75_1;Strangolagalli;;;Commune;Commune;;IT.FR.ST
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.76_1;Supino;;;Commune;Commune;;IT.FR.SU
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.77_1;Terelle;;;Commune;Commune;;IT.FR.TE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.78_1;Torre Cajetani;;;Commune;Commune;;IT.FR.TC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.79_1;Torrice;;;Commune;Commune;;IT.FR.TO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.80_1;Trevi Nel Lazio;;;Commune;Commune;;IT.FR.TL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.81_1;Trivigliano;;;Commune;Commune;;IT.FR.TR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.82_1;Vallecorsa;;;Commune;Commune;;IT.FR.VC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.83_1;Vallemaio;;;Commune;Commune;;IT.FR.VM
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.84_1;Vallerotonda;;;Commune;Commune;;IT.FR.VR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.85_1;Veroli;;;Commune;Commune;;IT.FR.VE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.86_1;Vicalvi;;;Commune;Commune;;IT.FR.VV
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.87_1;Vico Nel Lazio;;;Commune;Commune;;IT.FR.VN
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.88_1;Villa Latina;;;Commune;Commune;;IT.FR.VL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.89_1;Villa Santa Lucia;;;Commune;Commune;;IT.FR.VA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.90_1;Villa Santo Stefano;;;Commune;Commune;;IT.FR.VS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.1_1;Frosinone;;ITA.8.1.91_1;Viticuso;;;Commune;Commune;;IT.FR.VT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.1_1;Aprilia;;;Commune;Commune;;IT.LT.AP
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.2_1;Bassiano;;;Commune;Commune;;IT.LT.BA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.3_1;Campodimele;;;Commune;Commune;;IT.LT.CM
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.4_1;Castelforte;;;Commune;Commune;;IT.LT.CS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.5_1;Cisterna Di Latina;;;Commune;Commune;;IT.LT.CL
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.6_1;Cori;;;Commune;Commune;;IT.LT.CO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.7_1;Fondi;;;Commune;Commune;;IT.LT.FN
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.8_1;Formia;;;Commune;Commune;;IT.LT.FR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.9_1;Gaeta;;;Commune;Commune;;IT.LT.GA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.10_1;Itri;;;Commune;Commune;;IT.LT.IT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.11_1;Latina;;;Commune;Commune;;IT.LT.LA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.12_1;Lenola;;;Commune;Commune;;IT.LT.LE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.13_1;Maenza;;;Commune;Commune;;IT.LT.MA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.14_1;Minturno;;;Commune;Commune;;IT.LT.MI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.15_1;Monte San Biagio;;;Commune;Commune;;IT.LT.MS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.16_1;Norma;;;Commune;Commune;;IT.LT.NO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.17_1;Pontinia;;;Commune;Commune;;IT.LT.PT
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.18_1;Ponza;;;Commune;Commune;;IT.LT.PZ
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.19_1;Priverno;;;Commune;Commune;;IT.LT.PI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.20_1;Prossedi;;;Commune;Commune;;IT.LT.PO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.21_1;Rocca Massima;;;Commune;Commune;;IT.LT.RM
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.22_1;Roccagorga;;;Commune;Commune;;IT.LT.RO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.23_1;Roccasecca Dei Volsci;;;Commune;Commune;;IT.LT.RV
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.24_1;Sabaudia;;;Commune;Commune;;IT.LT.SA
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.25_1;San Felice Circeo;;;Commune;Commune;;IT.LT.SF
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.26_1;Santi Cosma E Damiano;;;Commune;Commune;;IT.LT.SC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.27_1;Sermoneta;;;Commune;Commune;;IT.LT.SR
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.28_1;Sezze;;;Commune;Commune;;IT.LT.SZ
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.29_1;Sonnino;;;Commune;Commune;;IT.LT.SO
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.30_1;Sperlonga;;;Commune;Commune;;IT.LT.SP
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.31_1;Spigno Saturnia;;;Commune;Commune;;IT.LT.SS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.32_1;Terracina;;;Commune;Commune;;IT.LT.TE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.2_1;Latina;;ITA.8.2.33_1;Ventotene;;;Commune;Commune;;IT.LT.VE
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.1_1;Accumoli;;;Commune;Commune;;IT.RI.AC
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.2_1;Amatrice;;;Commune;Commune;;IT.RI.AM
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.3_1;Antrodoco;;;Commune;Commune;;IT.RI.AN
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.4_1;Ascrea;;;Commune;Commune;;IT.RI.AS
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.5_1;Belmonte In Sabina;;;Commune;Commune;;IT.RI.BI
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.6_1;Borbona;;;Commune;Commune;;IT.RI.BB
ITA;Italy;ITA.8_1;Lazio;;ITA.8.3_1;Rieti;;ITA.8.3.7_1;Borgo Velino;;;Commune;Commune;;IT.RI.BV
